feedbackCode	vragenReeks	geslaagd	totaalJuist	totaalFout	totaalBlanco	totaalScore	totaalGroep	zonder_basisJuist	zonder_basisFout	zonder_basisBlanco	zonder_basisScore	zonder_basisGroep	wiskunde_basisJuist	wiskunde_basisFout	wiskunde_basisBlanco	wiskunde_basisScore	wiskunde_basisGroep	wiskunde_standaardJuist	wiskunde_standaardFout	wiskunde_standaardBlanco	wiskunde_standaardScore	wiskunde_standaardGroep	chemieJuist	chemieFout	chemieBlanco	chemieScore	chemieGroep
19xa35513	1	1	20	5	10	10	10-13	12	5	8	8	<10	8	0	2	8	7-8	7	3	5	6	<8	5	2	3	4	<5
19xa74417	1	1	30	5	0	16	>=14	20	5	0	15	>=14	10	0	0	10	>=9	11	4	0	10	8-11	9	1	0	9	>=7
19xa41378	1	0	9	26	0	0	<10	3	22	0	0	<10	6	4	0	5	<7	2	13	0	0	<8	1	9	0	0	<5
19xa91556	1	1	27	4	4	15	>=14	17	4	4	13	10-13	10	0	0	10	>=9	10	2	3	9	8-11	7	2	1	6	5-7
19xa85744	1	1	21	13	1	10	10-13	12	12	1	6	<10	9	1	0	9	>=9	6	8	1	3	<8	6	4	0	5	5-7
19xa94715	1	0	13	11	11	5	<10	8	10	7	4	<10	5	1	4	5	<7	3	6	6	1	<8	5	4	1	4	<5
19xa67853	1	0	13	22	0	3	<10	8	17	0	2	<10	5	5	0	3	<7	5	10	0	2	<8	3	7	0	1	<5
19xa85731	1	0	18	8	9	9	<10	10	8	7	6	<10	8	0	2	8	7-8	3	5	7	1	<8	7	3	0	6	5-7
19xa41001	1	1	24	4	7	13	10-13	14	4	7	10	10-13	10	0	0	10	>=9	9	1	5	9	8-11	5	3	2	4	<5
19xa45362	1	1	23	4	8	12	10-13	15	4	6	11	10-13	8	0	2	8	7-8	7	2	6	6	<8	8	2	0	7	>=7
19xa49289	1	1	30	3	2	17	>=14	21	2	2	16	>=14	9	1	0	9	>=9	13	0	2	13	>=12	8	2	0	7	>=7
19xa90548	1	1	26	6	3	14	>=14	19	4	2	14	>=14	7	2	1	6	<7	13	0	2	13	>=12	6	4	0	5	5-7
19xa92836	1	1	22	13	0	10	10-13	13	12	0	7	<10	9	1	0	9	>=9	8	7	0	6	<8	5	5	0	3	<5
19xa96256	1	1	19	6	10	10	10-13	11	4	10	8	<10	8	2	0	7	7-8	7	2	6	6	<8	4	2	4	3	<5
19xa11631	1	1	22	7	6	11	10-13	14	5	6	10	10-13	8	2	0	7	7-8	7	4	4	6	<8	7	1	2	7	>=7
19xa10161	1	1	25	3	7	14	>=14	15	3	7	11	10-13	10	0	0	10	>=9	11	0	4	11	8-11	4	3	3	3	<5
19xa82539	1	1	30	5	0	16	>=14	20	5	0	15	>=14	10	0	0	10	>=9	13	2	0	12	>=12	7	3	0	6	5-7
19xa62748	1	0	13	14	8	5	<10	8	10	7	4	<10	5	4	1	4	<7	4	5	6	2	<8	4	5	1	2	<5
19xa12480	1	1	32	2	1	18	>=14	23	1	1	18	>=14	9	1	0	9	>=9	13	1	1	13	>=12	10	0	0	10	>=7
19xa36836	1	1	30	5	0	16	>=14	21	4	0	16	>=14	9	1	0	9	>=9	11	4	0	10	8-11	10	0	0	10	>=7
19xa58780	1	0	15	20	0	5	<10	9	16	0	3	<10	6	4	0	5	<7	3	12	0	0	<8	6	4	0	5	5-7
19xa66196	1	1	33	2	0	18	>=14	23	2	0	18	>=14	10	0	0	10	>=9	15	0	0	15	>=12	8	2	0	7	>=7
19xa60897	1	0	17	12	6	7	<10	10	10	5	5	<10	7	2	1	6	<7	4	6	5	2	<8	6	4	0	5	5-7
19xa65074	1	0	6	14	15	1	<10	3	10	12	0	<10	3	4	3	2	<7	2	5	8	0	<8	1	5	4	0	<5
19xa98985	1	0	6	1	28	3	<10	1	1	23	1	<10	5	0	5	5	<7	1	1	13	1	<8	0	0	10	0	<5
19xa20632	1	0	1	2	32	0	<10	0	0	25	0	<10	1	2	7	0	<7	0	0	15	0	<8	0	0	10	0	<5
